audio,transcription,real transcription
myaudio/12560250.wav, ووجود آهندر ترکی با آب چشمه بایت شده تا این آب پس از خروج عزمین بسورت رسوب داره ید.,وجود آهن در ترکیب آب چشمه باعث شده تا این آب پس از خروج از زمین به صورت رسوب در آید
myaudio/12560253.wav, متالق بدورا نا اول، تا چهارو می زمینش ناسیست و هیچ گونه آلو دیکی میکرو بین ندارد.,متعلق به دوران اول تا چهارم زمین شناسی ایست و هیچگونه آلودگی میکروبی ندارد
myaudio/12560254.wav, چشمالی در شهر رئی که در گویش محالی چشمالی نامیده میشه بد از نقات باستانی دیدانی و گردشگری شهر رئی.,چشمه علی در شهر ری که در گویش محلی چشم علی نامیده می شود از نقاط باستانی دیدنی و گردشگری شهر ری
myaudio/12560255.wav, بشمار میرا بد که در جنوب تهران و شمال رئی قرار دارد. این چشمه در حمسایگی ابن باویه بورج تغرول,به شمار می رود که در جنوب تهران و شمال ری قرار دارد این چشمه در همسایگی ابن بابویه برج طغرل
myaudio/12560257.wav, از انجاکه در روزگار که هن این چشمه در کنار پرستشگاه اناهیتا قرار داشته نام باستانیان سورین و سور نا بود است.,از آن جا که در روزگار کهن این چشمه در کنار پرستشگاه آناهیتا قرار داشت نام باستانی آن سورین و سورنا بوده است
myaudio/12560258.wav, چنا چه در معرفی آستان تحران گفتشود، وجود رشتکوه علبورز در نوار شمالی این آستان،,چناچه در معرفی استان تهران گفته شد وجود رشته کوه البرز در نوار شمالی این استان
myaudio/12560261.wav, در این فهز لس کوها و قلهای بولند استان تهران خایم گفت. آب باریک کوهی واقعی در علبورز مرکزی,در این فصل از کوه ها قله های بلند استان تهران خواهیم گفت آب باریک کوهی واقع در البرز مرکزی
myaudio/12560263.wav, ورشمال روستای امیناباد و جنو بروستای سلمان قرار دارد و جاده تهران فیروسکو,در شماره روستای امین آباد و جنوب روستای سلمان قرار دارد و جاده ی تهران فیروزکوه
myaudio/12560265.wav, این کو متالق به علبورز مرکزی است و درجهت شما لقربی جنوب شرغی گوسترد شدست.,این کوه متعلق به البرز مرکزی ایست و در جهت شمال غربی جنوب شرقی گسترده شده است
myaudio/12560269.wav, این کو شبیه دیواری بولند است که در بالا یان قلعی تاریخی مربود به زمان اسمه ایلیان بچهاش میخوا رد.,این کوه شبیه دیواری بلند است که در بالای آن قلعه ی تاریخی مربوط به زمان اسماعیلیان به چشم می خورد
myaudio/12560270.wav, راه ارتباطی ببالای اناریکندو از پوشت که هست که بر از اره فرصه ایش خاک از بهین رفته و برای سود,راه ارتباطی به بالای انار کندو از پشت کوه است که بر اثر فرسایش خاک از بین رفته و برای صعود
myaudio/12560272.wav, نام رشت کوه و قولی ایس در شمال قرب تهران، از ارتفاات بخش کن است، ارتفای قولی این کوه,نام رشته کوه و قله ایست در شمال غرب تهران از ارتفاعات بخش کن است ارتفاع قله ی این کوه
myaudio/12560277.wav, سبومین گله مرتفعی عالبورز محصوب میشه بد. این گله اف جنوب بشمشه که ورود بارق اصران از شمال بردن.,سومین قله ی مرتفع البرز محسوب می شود این قله از جنوب به شمشک و رودبار قصران از شمال
myaudio/12560282.wav, این گوله که بانامهای قرداق و مازنیز نامید میشه ود بخشی از رشت کوه فیروس کوه هست,این قلعه که با نام های قره داغ و ماز نیز نامیده می شود بخشی از رشته کوه فیروزکوه است
myaudio/12560283.wav, که در حد فاصل دوجاته یه حراز تا فیروسکو قرار دارد دو برار و دیگر قلهای این منتقه,که در حد فاصله دو جاده ی هراز تا فیروزکوه قرار دارد دو برار و دیگر قله های این منطقه
myaudio/12560284.wav, زمستانهای سخت و پوربارشی دارند ریزش بحمنهای پیدر پی در جناهای شمالی و جنوبی این گلها,زمستان های سخت و پر بارشی دارند ریزش بهمن های پی در پی در جناح های شمالی و جنوبی این قله ها
myaudio/12560285.wav, در سرا سرز مستان اتفاق می افتدت کتا عواجل بحار نیز ادام پیدان می کند و سود بقلهای منتغرا,در سراسر زمستان اتفاق می افتد که تا اوایل بهار نیز ادامه پیدا می کند و صعود به قله های منطقه را
myaudio/12560287.wav, و در جنوب در یا چهای تار و حویر در شهرستان دم و وند قرار دارد. گستر دیگی این رشد کو از شهر دم وند,و در جنوب دریاچه های تار و هویر در شهرستان دماوند قرار دارد گستردگی این رشته کوه از شهر دماوند
myaudio/12560288.wav, تا پول دلی چای است و بسر رود خاناهای تار و دلی چای نیز در راسای این رشد کو گوسترد شدند.,تا پل دلیچای است و بستر رودخانه های تار و دلیچای نیز در راستای این رشته کوه گسترده شده اند
myaudio/12560289.wav, در جپه یه شمالی قول پرد گاهی با سنکها یه تکه وجود دارد که پیامد ااب شدن یک جالها,در جبهه ی شمالی قله پرتگاهی با سنگهای تکه وجود دارد که پیامد آب شدن یخچال ها
myaudio/12560290.wav, و سرا زیر شدنان ها بسوی که پایه است. که پایه یه شمالی زرین که بحمنگیر است.,و سرازیر شدن آنها به سوی کوه پایه است کوهپایه ی شمالی زرین کوه بهمن گیر است
myaudio/12560292.wav, سدی با ارتفاع بیش از پنجا میدر ساخده که در بر و بر اپهای ربان گرور دارد و با امباشت اپ در پوشتان,سدی با ارتفاع بیش از پنجاه متر ساخته که در برابر آب های روان قرار دارد و با انباشت آب در پشت آن
myaudio/12560297.wav, و در روصه ایک هوای شهر تهران پاک باشت دید می شود. مصیر اصلی سعود بساکا,و در روزهایی که هوای شهر تهران پاک باشد دیده می شود مسیر اصلی صعود به ساکا
myaudio/12560299.wav, ویتبان از دشت هویج بان رسید سرکچال قولی در منطقی اعلبورز مرکزی است,می توان از دشت هویج به آن رسید سرکچال قله ایی در منطقه ی البرز مرکزی ایست
myaudio/12560301.wav, همراه با قلهای فرعی سرکچال دو و سرکچال سه رو یه یک خطور رأس شرق قربی در شما لشمشک,همراه با قله های فرعی سرکچال دو و سرکچال سه روی یک خط الراس شرقی غربی در شمال شمشک
myaudio/12560304.wav, مسیر اصلا صود بقولی سرکچال از طریقی یال جنوبی است که از کنار از که تلسیج شمشک,مسیر اصلی صعود به قله ی سرکچال از طریق یال جنوبی ایست که از کنار ایستگاه تله سیژ تمشک
myaudio/12560305.wav, و روستای سپیدستان شروع می شبت همچنین به سبب قرار گرفتنه سرکچال و کلون بستک سعود به اندقوله,و روستای سپیدستان شروع می شود همچنین به سبب قرار گرفتن سرکچال و کلون بستک صعود به این دو قله
myaudio/12560306.wav, از طریق گردنی دیزین نیز مویسر است. تو چار قولی در شمال تحران است که ارتفای نزیق به چهار هزار میردارد.,از طریق گردنه ی دیزین نیز میسر است توچال قله ایی در شمال تهران است که ارتفاعی نزدیک به چهار هزار متر دارد
myaudio/12560307.wav, و بخشه از دامانه یه رشت کوهی عالبورز محسوب میشه بد. دامانه یه جنوبی توچال با شهر تهران مجابر و قولی آن به ان شهر.,و بخشی از دامنه ی رشته کوه البرز محسوب می شود دامنه ی جنوبی توچال با شهر تهران مجاور و قله ی آن به این شهر
myaudio/12560309.wav, توشال بمانی چال آبگیر و دریاچه کوچک هست و چون بولی توشال در کنار دریاچه یه از یخه طبي ای قرار دارد,توچال به معنی چال آبگیر و دریاچه ی کوچک است و چون قله ی توچال در کنار دریاچه ایی از یخ طبیعی قرار دارد
myaudio/12560310.wav, به این نام خندمی شهد. منظرحای بسیار زیبای طبیی، حوایی دلنشین کوهستانی،,به این نام خوانده می شود منظره های بسیار زیبای طبیعی هوای دل نشین کوهستانی
myaudio/12560311.wav, و چشم سارهای مطعدد منطقی تو چالرا به فضای دل پزیر برای که ناوردی و گردشگری تبلگر دست.,و چشمه سارهای متعدد منطقه ی توچال را به فضایی دلپذیر برای کوهنوردی و گردشگری تبدیل کرده است
myaudio/12560313.wav, انتلیکابین که در انتای خیابان ویلینجک و در مجموه بامت اهران قرار دارد در منطقی شمیرانات واقع شدست.,این تله کابین که در انتهای خیابان ولنجک در مجموعه ی بام تهران قرار دارد در منطقه ی شمیرانات واقع شده است
myaudio/12560314.wav, قوله توچال بسبب نزدی که به تهران هموره شما ره زیادی سعود کننده دارد. سعود به توچال,قله ی توچال به سبب نزدیکی به تهران همواره شمار زیادی صعود کننده دارد صعود به توچال
myaudio/12560315.wav," از مسیرهای مطعددی ام کنپذیر از که مهمترین این مسیرها ابارتند از دربند, بوستان, جمشیدیه",از مسیر های متعددی امکان پذیر است که مهمترین این مسیرها عبارتند از دربند بوستان جمشیدیه
myaudio/12560316.wav, خلق چال نامی یکی دیگر از کوهای شمال شهره تحران از ده که ارتفایی در حدود 3000 متر بلا تر استطه داریدارد,کلکچال نام یکی دیگر از کوه های شمال شهر تهران است که ارتفاعی در حدود سه متر بالاتر از سطح دریا دارد
myaudio/12560318.wav, این مجموه که امروز با نام اردوگاه دانشاموزی شهید با هونر نیز شناختمی شهد، امکانات یه از قبیل استخر.,این مجموعه که امروز با نام اردوگاه دانش آموزی شهید باهنر نیز شناخته می شود امکاناتی از قبیل استخر
myaudio/12560323.wav, در سمت شرق که شاہنشین قرار دارد و با گردنه بولند به این که وحصلی می شبد. این که بالا یه بخش کن قرار دارد,در سمت شرق کوه شاه نشین قرار دارد و با گردنه ایی بلند به این کوه وصل می شود این کوه بالای بخش کن قرار دارد
myaudio/12560324.wav, و سرچشم یه روطخانی کن محصوب میشه بد. کوه سپایه مرتفعتر این کوه بولندیهای شرق تهران است. این کوه,و سرچشمه ی رودخانه کن محسوب می شود کوه سه پایه مرتفع ترین کوه بلندی های شرق تهران است این کوه
myaudio/12560327.wav, که در اشتکوه تشال قرار دارد. انکو یک از سرشش مهای رودخانه یکن محسوب میشه بد.,که در رشته کوه توچال قرار دارد این کوه یکی از سرچشمه های رودخانه ی کن محسوب می شود
myaudio/12560329.wav, محصوب میشه بد. کوه مرزا یا کوه مزار ارتفای در حدود 2.500 متر از ستر آبهای آزاد دارد.,محسوب می شود کوه مرزا یا کوه مزار ارتفاعی در حدود دو هزار پانصد متر از سطح آب های آزاد دارد
myaudio/12560334.wav, آبشار تیزاب که در فاصلی پنش کلومتری شمال شهر دم آفند و نزدی که محالی دشت مزار قرار گرفته,آبشار تیزاب که در فاصله ی پنج کیلومتری شمال شهر دماوند و نزدیکی محله ی دشت مزار قرار گرفته
myaudio/12560335.wav, یکی از جازبهای گردشگری شهر دما وند و استان تحران از ده که بدلیل شرایت آب و حبائی,یکی از جاذبه های گردشگری شهر دماوند و استان تهران است که به دلیل شرایط آب هوایی
myaudio/12560336.wav, نوعی آب منطق و خواس درمانی حرصاله گردشکران بیسیاری رابه خود جازمیکارت.,نوع آب منطقه و خواص درمانی هر ساله گردشگران بسیاری را به خود جذب می کند
myaudio/12560337.wav, این آبشار که از رشت کوهه علبورز سرششم میگیرد وزیبارهای سنگی کوهستان سرازیر میشه بد.,این آبشار که از رشته کوه البرز سرچشمه می گیرد و از دیواره های سنگی کوهستان سرازیر می شود
myaudio/12560338.wav, بطنگی تیزاب میریزت و در قالب رود خروشان از فراز و نشی به در راها اوبور کرده,به تنگه ی تیزاب می ریزد و در غالب رودی خروشان از فراز نشیب دره ها عبور کرده
myaudio/12560340.wav, ارسفای نابشار حدود 10 متر است و راه دهز رسی بهان باکوزر است تنگه ای باری که,ارتفاع این آبشار حدود ده متر است و راه دسترسی به آن با گذر از تنگه ایی باریک
myaudio/12560343.wav, سپیدار، تبریزی و چنار رویدند و طبییت بسیار زیبایی در ان منطق ببوجودا بردند.,سپیدار تبریزی و چنار روییده اند و طبیعت بسیار زیبایی در این منطقه به وجود آورده اند
myaudio/12560344.wav, در فاصل یه حدود دو کلومتر از این آبشار برای یه جولگری از فرصایشه تنگه و ایجاد سی لاب سختند.,در فاصله ی حدود دو کیلومتر از این آبشار برای جلوگیری از فرسایش تنگه و ایجاد سیلاب ساخته اند که ریزش آب
myaudio/12560345.wav, ان رابعابشاری مسنوی تبدیل کردست. همچنین در پاین دست این آبشار و با فاصل ای کتا از بند سنگی.,آن را به آبشاری مصنوعی تبدیل کرده است همچنین در پایین دست این آبشار و با فاصله ایی کوتاه از بند سنگی
myaudio/12560346.wav, چشمه با آب گازدار از دل کوه میجو شد. تمین آب تندو گز هست. و بسته با آبا هوا میزان گازان,چشمه ایی با آب گازدار از دل کوه می جوشد طعم این آب تند گس است و بسته به آب هوا میزان گاز آن
myaudio/12560347.wav, که دلیل نامگوزاری یتیزاب به همین ایلت است. چشمه یتیزاب خواس درمانی بسیاری،,تغییر می کند که دلیل نامگذاری تیزاب به همین علت است چشمه ی تیزاب خواص درمانی بسیاری
myaudio/12560348.wav, عبشار دوغلو، عبشار سیبا در شمال تهران و در مسیر که ناوردی دربند به تو چال قرار دارد.,آبشار دوقلو آبشاریست زیبا در شمال تهران و در مسیر کوهنوردی دربند به توچال قرار دارد
myaudio/12560349.wav, دلیل نام گزاریان دو شاخشودن اپ هنگام ریزش از ارسفا است.,دلیل نامگذاری آن دوشاخه شدن آب هنگام ریزش از ارتفاع است
myaudio/12560350.wav, این ابشار فصلی از دو برف در بحارو تا بستان پدید میاید و در ارتفای 2700 متری از ست دریا,این آبشار فصلی از ذوب برف در بهار تابستان پدید می آید و در ارتفاع دو هزار هفتصد متری از سطح دریا
myaudio/12560351.wav, نزیق به پناخقه شیر پلا و در مسیر اصلی سعود بقولی توشال قرار دارد. ارسفای تقریبی این آبشار,نزدیک به پناهگاه شیرپلا و در مسیر اصلی صعود به قله ی توچال قرار دارد ارتفاع تقریبی این آبشار
myaudio/12560352.wav, برای رسیدن به آبشارهای زیبای این مصیر باید از دربان، در شمال تهران,بیست متر است برای رسیدن به آبشارهای زیبای این مسیر باید از دربند در شمال تهران
myaudio/12560354.wav, و آب شارد دقلو رایافت. این مسیر در هر چهار فصل بسیار زیباس، کمالل مولک نیز،,و آبشار دوقلو راه یافت این مسیر در هر چهار فصل بسیار زیباست کمال الملک نیز
myaudio/12560356.wav, آبشار چال مگس شمیران داراباد در شهر تهران واقع است.,آبشار چال مگس شمیران دارآباد در شهر تهران واقع است کوههای دارآباد
myaudio/12560357.wav, که دوسو یه این دهکرد رادر برگرفته رشتهی اصلی تو چال است که از دامنه یه شرغیان تا گردنی ای قوچک ادامی دارد.,که دو سوی این دهکده را در برگرفته رشته ی اصلی توچال است که از دامنه ی شرقی آن تا گردنه ی قوچک ادامه دارد
myaudio/12560358.wav, در انتهای مصیر امومی که ناوردی دارا باد و پتسته کردن مصافتی در بین در اختان بولند بید,در انتهای مسیر عمومی کوهنوردی دارآباد و پس از طی کردن مسافتی در بین درختان بلند بید
myaudio/12560359.wav, و گزشتن از لابلای سخرهای کوچگ، آبشار فسلی چالمحلی یا چالمگس، با نمای زیبا،,و گذشتن از لابلای صخره های کوچک آبشار فصلی چال محله یا چال مگس با نمایی زیبا
myaudio/12560360.wav, خود نمای می کند. در گویش محالی این منتقه مگست بمعنی زمبوره اصل است.,خودنمایی می کند در گویش محلی این منطقه مگس به معنای زنبور عسل است
myaudio/12560361.wav, عبشار سنگان در نزدیک روستان سنگان در فاصله یه حدود بیس کلومیتری شمال قرب تهران,آبشار سنگان در نزدیکی روستای سنگان در فاصله ی حدود بیست کیلومتری شمال غرب تهران
myaudio/12560362.wav, و در دان منهای قلعی پهنه سار قرار دارد. او جشکوه زیبای ای آبشار سنگان,و در دامنه های قله ی پهنه حصار قرار دارد اوج شکوه زیبایی آبشار سنگان
myaudio/12560363.wav, در فصل پور آبی یعنی فروردین و اردی به اشت ما هست. این آبشار در زمستان یخ میزند.,در فصل پر آبی یعنی فروردین اردیبهشت ماه است این آبشار در زمستان یخ میزند
myaudio/12560366.wav, از اینکه خوه کولکچال به بجود میاید. آبشار پسنگ در استان تحران و در مسیر پناهگاه شیر پلا,کوه کلکچال به وجود می آید آبشار پرسنگ در استان تهران و در مسیر پناهگاه شیرپلا
myaudio/12560367.wav, بر شمال قربی در بند قرار دارد. این آبشار در دو تحبقی نیم بولن جاریست و آبی بسیار سرب دارد.,در شمال غربی دربند قرار دارد این آبشار در دو طبقه ی نیمه بلند جاری ایست و آبی بسیار سرد دارد
myaudio/12560368.wav, که از زوب شدان پرف قلعهای بالات است تشکل میشه بد. این مسیر در شهار فسل بسیار زیب است برکهای سبز بحاری,که از ذوب شدن برف قله های بالا دست تشکیل می شود این مسیر در چهار فصل بسیار زیباست برگهای سبز بهاری
myaudio/12560369.wav, خونکای تابستانی، رنکای زیبای پایزی و برف سپید و یک دست زمستانی، هر کدام تابلوی جزاب،,خنک های تابستانی رنگ های زیبای پاییزی و برف سپید یکدست زمستانی هر کدام تابلویی جذاب
myaudio/12560370.wav, از زیبای های طبیی به وجود میا برند که از جازبهای گردشگریه این منتق است.,از زیبایی های طبیعی به وجود می آورند که از جاذبه های گردشگری این منطقه است
myaudio/12560372.wav, راه اصلی دهست رسی به این آبشار، اصلامت دربنده است، که پس از رسیدن به دراهی اوصون،,راه اصلی دسترسی به این آبشار از سمت دربند است که پس از رسیدن به دوراهی اوسون
myaudio/12560373.wav, در سمت راست قرار دارد. آبشار سوتک در شمال قربی در بند و نزدی که دهستان پس قلعی واقعی شدست.,در سمت راست قرار دارد آبشار سوتک در شمال غربی دربند و نزدیک دهستان پس قلعه واقع شده است
myaudio/12560374.wav, دستان پسقل ای در انتهای منطقی یهلاقی سربند و دربند و دو کلومتریش میران قرار دارد.,دهستان پس قلعه در انتهای منطقه ی ییلاقی سربند و دربند و دو کیلومتری شمیران قرار دارد پس قلعه
myaudio/12560375.wav, بمحل زیافت که و پرند و آب شار مروف است و در در ری پور آب قرار گرفتی که همیشه میزبان گردشگران,به محل ضیافت کوه و پرنده آبشار معروف است و در دره ایی پر آب قرار گرفته که همیشه میزبان گردشگران
myaudio/12560376.wav, آبشار مصنوی تهران در ارتفاعات شمالی شهر تهران ساختشو به از در این تر,آبشار مصنوعی تهران در ارتفاعات شمالی شهر تهران ساخته شده است این طرح
myaudio/12560377.wav, با هداف بالا بردن سرانه یه فضای سبز جز بگردشگر در ارتفاقات شمال قربی پارک جنگریه,با هدف بالا بردن سرانه ی فضای سبز جذب گردشگر در ارتفاعات شمال غربی پارک جنگلی
myaudio/12560378.wav, لتما لکن در فضای با وصعت دویز هکتار ایجاد شده و شامل باقراهای در دل که استان است.,لتمال کن در فضایی با وسعت دویست هکتار ایجاد شده و شامل باغ راه های در دل کوهستان است
myaudio/12560379.wav, که با استفاده از مساله طبیقی سنگو چوب ساخت شدست. این عبشار با الهام از با خواهی سنطی ایرانی,که با استفاده از مصالح طبیعی سنگ چوب ساخته شده است این آبشار با الهام از باغ های سنتی ایرانی
myaudio/12560380.wav, بسورت تبقه تبقه ساختش دست. هر تبقه شامل فضای سبز، عالا چیق،,به صورت طبقه طبقه ساخته شده است هر طبقه شامل فضای سبز آلاچیق
myaudio/12560382.wav, آبشار مصنوین ایز در بالا ترین ارتفایین مجموه قرار دارن.,آبشار مصنوعی نیز در بالاترین ارتفاع این مجموعه قرار دارد
myaudio/12560383.wav, بسبب وجود کوها و قلهای بولند سپست ازکی ساختش دست که از جازبهای گردش کری و,به سبب وجود کوه ها و قله های بلند سه پیست اسکی ساخته شده است که از جاذبه های گردشگری و
myaudio/12560385.wav, شهره از که در هر یک از فاصلهای سال، رزابیتهای دیدنی من حصر بفردی دارد. اما در این بین زمستانهای این منتقه.,شهری ایست که در هر یک از فصل های سال جذابیت های دیدنی منحصر به فردی دارد اما در این بین زمستان های این منطقه
myaudio/12560386.wav, با بوده پیستهای از که شمشهر که ودر بند سر، مشتاقان زیادی را به خود جزب می کنه.,با وجود پیست های اسکی شمشک و دربندسر مشتاقان زیادی را به خود جذب می کند
myaudio/12560388.wav, محل از کی شد. شمشک سبومین محلی بود کسکی و سورت هرفی تار درانجا برگوزار می شد.,محل اسکی شد شمشک سومین محلی بود که اسکی به صورت حرفه ای تر در آنجا برگزار می شد
myaudio/12560394.wav, اما علاوه بر پیسته اسکی، در شمشک مادن زغال سنگ نیز بوجود دارند که از نوع تخریبی و گاز دار هستند.,اما علاوه بر پیست اسکی در شمشک معادن زغال سنگ نیز وجود دارند که از نوع تخریبی و گاز دار هستند
myaudio/12560396.wav, و در بان سر شد است. مادن فصفات شمشک نیز تنها مادن فعال درکش برست که بسبب,و دربندسر شده است معدن فسفات شمشک نیز تنها معدن فعال در کشور است که به سبب
myaudio/12560397.wav, و شهر شمشک از در نزی که دو پیست دیزین و شمشک قرار دارد این پیست که در سیو پنج کلومتری شا مال تهران قرار دارد,و شهر شمشک است که در نزدیکی دو پیست دیزین و شمشک قرار دارد این پیست که در سی پنج کیلومتری شمال تهران قرار دارد
myaudio/12560398.wav, از مجه هست هرین پیستهای از که کشفر، وطنها پیسته دارای داسگاه برف ساز است.,از مجهزترین پیست های اسکی کشور و تنها پیست دارای دستگاه برف ساز است که همواره
myaudio/12560399.wav, ميزبانی رقابتهای یه لیگه بین و الملالی از که درانجا ورگوزار میشه بر.,میزبانی رقابت های لیگ بین المللی اسکی در آنجا برگزار می شود
myaudio/12560400.wav, که از آویل دیت و آوخر از فند برای از که مناسه بست. این پیست که قدیمیت هرین پیست از که ایران هست.,که از اوایل دی تا اواخر اسفند برای اسکی مناسب است این پیست که قدیمی ترین پیست اسکی ایران است
myaudio/12560406.wav, در گویش مازندرانی به منای چمن هست وطان تنگه واشی، تنگه پوشیده از چمنهای سر سبزه هست,در گویش مازندرانی به معنای چمن است و چون تنگه واشی تنگه ایی پوشیده از چمن های سرسبز است
myaudio/12560407.wav, به این نام خندمی شبت. اما این مکن دو تنگه دارت که یکی از انها واشی و دیگری سا نام دارند.,به این نام خوانده می شود اما این مکان دو تنگه دارد که یکی از آنها واشی و دیگری سا نام دارند
myaudio/12560408.wav," از جذابترین بخشهی سفر به تنگه باشی, حرکت در تول رود خانه ایست که بین ایک درهی سنگی غرور دارد.",از جذاب ترین بخش های سفر به تنگه واشی حرکت در طول رودخانه ایست که بین یک دره ی سنگی قرار دارد
myaudio/12560409.wav," وری رسیدن به این نقطه, علاوه بر پیمودن بخشی از مسئیر با ماشین باید خودود دیویستو پنجاه میتر",برای رسیدن به این نقطه علاوه بر پیمودن بخشی از مسیر با ماشین باید حدود دویست پنجاه متر
myaudio/12560410.wav, پیادراوی که ارد، تا بطنگه اول و ابتده داشته سا باشی بطول دو کلومت رسید.,پیاده روی کرد تا به تنگه ی اول و ابتدای دشت ساواشی به طول دو کیلومتر رسید
myaudio/12560411.wav, چمانزارها و گولهای زیبای این داشت، از تماشای ترین مکانهای این نایی از، بعد از رسیدن به تنگی دو ووم نیز،,چمنزار ها و گل های زیبای این دشت از تماشای ترین مکان های این ناحیه است بعد از رسیدن به تنگه ی دوم نیز
myaudio/12560413.wav, غار رودفشان از آسار طبیی سبت شدی ایران هست که در مجاورت روستائی به همین نام,غار رود افشان از آثار طبیعی ثبت شده ی ایران است که در مجاورت روستایی به همین نام
myaudio/12560414.wav, در نزدکی فیروس که واقع است. از مشخصحاستی های اینغار دهانی بزورگان است که به لحظ بزورگی,در نزدیکی فیروزکوه واقع است از مشخصه های این غار دهانه ی بزرگ آن است که به لحاظ بزرگی
myaudio/12560415.wav, روط به یه سب بومرا در کشفر دارد. اندهانه در ارسفای تقربیه 1800 متر اصده در یا واقعی شده,رتبه ی سوم را در کشور دارد این دهانه در ارتفاع تقریبی هزار هشتصد متر از سطح دریا واقع شده
myaudio/12560418.wav, بینه تالار اول و دو ووم دیواری سن چین وجود دارت که این دورا به هم متصل می کند.,بین تالار اول و دوم دیواری سنگ چین وجود دارد که این دو را به هم متصل می کند
myaudio/12560420.wav, بیشتر میشه بد کتداد این تزینات احاکی در تالار سبوم به اوجه خود میرسد,بیشتر می شود که تعداد این تزئینات آهکی در تالار سوم به اوج خود می رسد
myaudio/12560423.wav, و بجود منوبي آب در این منطق فرزی زندگی قارنشینی در بور نکرا تقویت می کند.,و وجود منابع آب در این منطقه فرضیه زندگی غارنشینی در بورنیک را تقویت می کند
myaudio/12560424.wav, قدمت اینغار بدوری سفوم زمین شناسی یعنی حفتات میلیون سال پیش باز میگرد.,قدمت این غار به دوره ی سوم زمین شناسی یعنی هفتاد میلیون سال پیش باز می گردد
myaudio/12560425.wav, و بجود اشکال گول کلمی بردی و راهایان برزی با ایقار افزود است.,و وجود اشکال گل کلمی بر دیواره های آن بر زیبایی غار افزوده است
myaudio/12560427.wav, روستای که در گوشو و کناران، هنرنامائی تحبیعت در فرصایش سنگها و خلق مجسمهای باد ساخت بچشمه.,روستایی که در گوشه کنار آن هنرنمایی طبیعت در فرسایش سنگ ها و خلق مجسمه های باد ساخته به چشم
myaudio/12560429.wav, بازمنده های یک قلعی قدی میت حصبر شبت که در کنار جاته ساختش دست. اما پجوش های زمین شن آسان,بازمانده های یک قلعه ی قدیمی تصور شود که در کنار جاده ساخته شده است اما پژوهش های زمین شناسان
myaudio/12560431.wav, نمونه یک هم نظیری از تغیرات بافت زمین را به بجود آورده که جمجومه یه انسان و بدن جانواران وحشی را تدایی می کنند.,نمونه ی کم نظیری از تغییرات بافت زمین را به وجود آورده که جمجمه ی انسان و بدن جانوران وحشی را تداعی می کند
myaudio/12560432.wav, منتقی شکار ممنوه کاوده در دامانی جنوبی رشتقوه علبورز,منطقه ی شکار ممنوع کاوه ده در دامنه ی جنوبی رشته کوه البرز
myaudio/12560433.wav, و شرق و جنوب شهرستان فیروس قرار دارد. این مجموه یک قویستانی بوز اتی برابر با حفدات حزار هکتار دارد.,و شرق جنوب شهرستان فیروزکوه قرار دارد این مجموعه ی کوهستانی وسعتی برابر با هفتاد هزار هکتار دارد
myaudio/12560434.wav, و یک گزارگاه زی استمهیتی به این منطقی گرم کوری گرم سار و منطقی سرد علبورز جنوبی محصوب میشه بد.,و یک گذرگاه زیست محیطی بین منطقه ی گرم کویری گرمسار و منطقه ی سرد البرز جنوبی محسوب می شود
myaudio/12560435.wav, که در خط مرضی سو استان تهران سمنان و مازن دران باق است.,که در خط مرزی سه استان تهران سمنان و مازندران واقع است
myaudio/12560436.wav, منتغیش شکار ممنوه کوخ سفید در استان تحران و سمنان قرار گرفتی و مساحتی در حدود 150.000 هکتار دارت.,منطقه ی شکار ممنوع کوه سفید در استان تهران و سمنان قرار گرفته و مساحتی در حدود صد پنجاه هزار هکتار دارد
myaudio/12560439.wav, وزیبای شهر تحران به حساب نیاید. این پارک در حدوده حزار هکتار بوزعد دارد که با کار بری تفریحی,و زیبای شهر تهران به حساب می آید این پارک در حدود هزار هکتار وسعت دارد که با کاربری تفریحی
myaudio/12560440.wav, باق پرندگان تهران، در شمال شرق تهران و در دل جنگر الویزان واقع شد است.,باغ پرندگان تهران در شمال شرق تهران و در دل جنگل لویزان واقع شده است این باغ
myaudio/12560443.wav, و مخصوص پرندگان از که قابلیت پرواز دارند. پوسته و توریهای تر راهی شده برای این بخش از خرور پرندگان از این فضا,و مخصوص پرندگانی ایست که قابلیت پرواز دارند پوسته و توری های طراحی شده برای این بخش از خروج پرندگان از این فضا
myaudio/12560444.wav, اهداز این باق سی سال به تو لنجامید و میتبان ان را یک از دیدنی ترین مکنهای شهره تهران دانید.,جلوگیری می کند احداث این باغ سه سال به طول انجامید و می توان آن را یکی از دیدنی ترین مکان های شهر تهران دانست
myaudio/12560446.wav, پردیس سینمائی ملت از بزورکترین مراکز سینمائی تهران از تراهی پارک ملت را ایراج ایتحسان براه تی داشت.,پردیس سینمایی ملت از بزرگترین مراکز سینمایی تهران است طراحی پارک ملت را ایرج اعتصام برعهده داشت
myaudio/12560447.wav, وبرپایی نظر سنجی اینجام شده، تا وصوت مرکز تقیقات و مطالات رسانیی هم شهری بستان ملت،,بر پایه ی نظرسنجی انجام شده توسط مرکز تحقیقات و مطالعات رسانه ایی همشهری بوستان ملت
myaudio/12560448.wav, نخصصین بوستانیست که یک شهر وند تهرانی بی یک مهمان قیره تهرانی معرفی می کند.,نخستین بوستانیست که یک شهروند تهرانی به یک مهمان غیر تهرانی معرفی می کند
